src_global,dst_global,src_type,dst_type,edge_type,weight
7,8,device,device,flow,-0.7700430109849035
8,7,device,device,flow,-0.7700430109849035
7,9,device,device,flow,0.9940493648266083
9,7,device,device,flow,0.9940493648266083
7,15,device,device,flow,-0.8031985628711413
15,7,device,device,flow,-0.8031985628711413
8,9,device,device,flow,-0.7768363566803976
9,8,device,device,flow,-0.7768363566803976
8,15,device,device,flow,0.8061843544988135
15,8,device,device,flow,0.8061843544988135
9,15,device,device,flow,-0.8080633371090741
15,9,device,device,flow,-0.8080633371090741
14,25,device,device,flow,-0.975671285088381
25,14,device,device,flow,-0.975671285088381
14,35,device,device,flow,-0.8545888199946998
35,14,device,device,flow,-0.8545888199946998
14,44,device,device,flow,-0.8028214466026473
44,14,device,device,flow,-0.8028214466026473
23,24,device,device,flow,0.946281259369524
24,23,device,device,flow,0.946281259369524
23,27,device,device,flow,0.9135323070083633
27,23,device,device,flow,0.9135323070083633
23,31,device,device,flow,0.8971738315698854
31,23,device,device,flow,0.8971738315698854
24,27,device,device,flow,0.7761990976504667
27,24,device,device,flow,0.7761990976504667
24,28,device,device,flow,-0.7501828366461641
28,24,device,device,flow,-0.7501828366461641
24,31,device,device,flow,0.9499643284285197
31,24,device,device,flow,0.9499643284285197
25,35,device,device,flow,0.7862481300623347
35,25,device,device,flow,0.7862481300623347
25,44,device,device,flow,0.8326717487672596
44,25,device,device,flow,0.8326717487672596
26,54,device,device,flow,0.846870086176816
54,26,device,device,flow,0.846870086176816
26,56,device,device,flow,0.8383127507780213
56,26,device,device,flow,0.8383127507780213
33,42,device,device,flow,0.8233681078260732
42,33,device,device,flow,0.8233681078260732
34,45,device,device,flow,0.7724664250380582
45,34,device,device,flow,0.7724664250380582
35,42,device,device,flow,0.8233658148759814
42,35,device,device,flow,0.8233658148759814
51,53,device,device,flow,0.9583110348106189
53,51,device,device,flow,0.9583110348106189
