src_global,dst_global,src_type,dst_type,edge_type,weight
7,8,device,device,flow,-0.8132250521835737
8,7,device,device,flow,-0.8132250521835737
7,9,device,device,flow,0.9902072357782741
9,7,device,device,flow,0.9902072357782741
7,35,device,device,flow,0.856723091872145
35,7,device,device,flow,0.856723091872145
8,9,device,device,flow,-0.7921880108357646
9,8,device,device,flow,-0.7921880108357646
8,13,device,device,flow,0.7750641459158885
13,8,device,device,flow,0.7750641459158885
8,35,device,device,flow,-0.8599795966776862
35,8,device,device,flow,-0.8599795966776862
8,42,device,device,flow,-0.8748245339546394
42,8,device,device,flow,-0.8748245339546394
9,35,device,device,flow,0.8421703619680242
35,9,device,device,flow,0.8421703619680242
10,13,device,device,flow,-0.9490509890722424
13,10,device,device,flow,-0.9490509890722424
10,14,device,device,flow,0.8241826727630341
14,10,device,device,flow,0.8241826727630341
10,15,device,device,flow,0.9927852958524445
15,10,device,device,flow,0.9927852958524445
10,16,device,device,flow,0.9774208764249829
16,10,device,device,flow,0.9774208764249829
10,19,device,device,flow,0.9738302931573173
19,10,device,device,flow,0.9738302931573173
10,21,device,device,flow,0.9738302931573173
21,10,device,device,flow,0.9738302931573173
13,15,device,device,flow,-0.9668889089283081
15,13,device,device,flow,-0.9668889089283081
13,16,device,device,flow,-0.9287894354580909
16,13,device,device,flow,-0.9287894354580909
13,19,device,device,flow,-0.9740052285815801
19,13,device,device,flow,-0.9740052285815801
13,21,device,device,flow,-0.9740052285815801
21,13,device,device,flow,-0.9740052285815801
13,42,device,device,flow,-0.7685305502424941
42,13,device,device,flow,-0.7685305502424941
14,15,device,device,flow,0.8437516270505975
15,14,device,device,flow,0.8437516270505975
14,16,device,device,flow,0.8027418589075372
16,14,device,device,flow,0.8027418589075372
14,19,device,device,flow,0.8430987130202203
19,14,device,device,flow,0.8430987130202203
14,21,device,device,flow,0.8430987130202203
21,14,device,device,flow,0.8430987130202203
15,16,device,device,flow,0.9703690739739306
16,15,device,device,flow,0.9703690739739306
15,19,device,device,flow,0.9939656018082348
19,15,device,device,flow,0.9939656018082348
15,21,device,device,flow,0.9939656018082348
21,15,device,device,flow,0.9939656018082348
16,19,device,device,flow,0.9518420586270202
19,16,device,device,flow,0.9518420586270202
16,21,device,device,flow,0.9518420586270202
21,16,device,device,flow,0.9518420586270202
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.9468008541300319
24,23,device,device,flow,0.9468008541300319
23,27,device,device,flow,0.8954938578857567
27,23,device,device,flow,0.8954938578857567
23,31,device,device,flow,0.921528418984755
31,23,device,device,flow,0.921528418984755
24,27,device,device,flow,0.7786634197240253
27,24,device,device,flow,0.7786634197240253
24,31,device,device,flow,0.9648297752082988
31,24,device,device,flow,0.9648297752082988
26,56,device,device,flow,0.7727661901112595
56,26,device,device,flow,0.7727661901112595
27,31,device,device,flow,0.7791759943967821
31,27,device,device,flow,0.7791759943967821
33,42,device,device,flow,0.7508851248777999
42,33,device,device,flow,0.7508851248777999
35,42,device,device,flow,0.8645348413050206
42,35,device,device,flow,0.8645348413050206
51,53,device,device,flow,0.9806040311665907
53,51,device,device,flow,0.9806040311665907
54,56,device,device,flow,0.9609518576400501
56,54,device,device,flow,0.9609518576400501
