src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.9737346302959502
9,7,device,device,flow,0.9737346302959502
8,33,device,device,flow,-0.850390584249752
33,8,device,device,flow,-0.850390584249752
8,35,device,device,flow,-0.8773524714755975
35,8,device,device,flow,-0.8773524714755975
8,42,device,device,flow,-0.8825755752608686
42,8,device,device,flow,-0.8825755752608686
10,13,device,device,flow,-0.9566035501169555
13,10,device,device,flow,-0.9566035501169555
10,14,device,device,flow,0.9556512074118599
14,10,device,device,flow,0.9556512074118599
10,15,device,device,flow,0.992083587124132
15,10,device,device,flow,0.992083587124132
10,16,device,device,flow,0.982449431847319
16,10,device,device,flow,0.982449431847319
10,19,device,device,flow,0.9804501602001092
19,10,device,device,flow,0.9804501602001092
10,21,device,device,flow,0.9804501602001092
21,10,device,device,flow,0.9804501602001092
10,33,device,device,flow,0.8139658905682564
33,10,device,device,flow,0.8139658905682564
10,42,device,device,flow,0.7989749126125459
42,10,device,device,flow,0.7989749126125459
13,14,device,device,flow,-0.9427712134905135
14,13,device,device,flow,-0.9427712134905135
13,15,device,device,flow,-0.9741054381641727
15,13,device,device,flow,-0.9741054381641727
13,16,device,device,flow,-0.9424411085116082
16,13,device,device,flow,-0.9424411085116082
13,19,device,device,flow,-0.9790011046471968
19,13,device,device,flow,-0.9790011046471968
13,21,device,device,flow,-0.9790011046471968
21,13,device,device,flow,-0.9790011046471968
13,33,device,device,flow,-0.8488464534552829
33,13,device,device,flow,-0.8488464534552829
13,42,device,device,flow,-0.845714391594625
42,13,device,device,flow,-0.845714391594625
14,15,device,device,flow,0.9721107760353652
15,14,device,device,flow,0.9721107760353652
14,16,device,device,flow,0.9362020675551631
16,14,device,device,flow,0.9362020675551631
14,19,device,device,flow,0.9719274953153241
19,14,device,device,flow,0.9719274953153241
14,21,device,device,flow,0.9719274953153241
21,14,device,device,flow,0.9719274953153241
15,16,device,device,flow,0.9746719565151524
16,15,device,device,flow,0.9746719565151524
15,19,device,device,flow,0.9973236312669695
19,15,device,device,flow,0.9973236312669695
15,21,device,device,flow,0.9973236312669695
21,15,device,device,flow,0.9973236312669695
15,33,device,device,flow,0.8176572504537015
33,15,device,device,flow,0.8176572504537015
15,42,device,device,flow,0.8014585157864879
42,15,device,device,flow,0.8014585157864879
16,19,device,device,flow,0.9632427028432087
19,16,device,device,flow,0.9632427028432087
16,21,device,device,flow,0.9632427028432087
21,16,device,device,flow,0.9632427028432087
16,33,device,device,flow,0.7903461556073033
33,16,device,device,flow,0.7903461556073033
16,42,device,device,flow,0.7769046087747616
42,16,device,device,flow,0.7769046087747616
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
19,33,device,device,flow,0.8205057284881929
33,19,device,device,flow,0.8205057284881929
19,42,device,device,flow,0.8047812592176194
42,19,device,device,flow,0.8047812592176194
21,33,device,device,flow,0.8205057284881929
33,21,device,device,flow,0.8205057284881929
21,42,device,device,flow,0.8047812592176194
42,21,device,device,flow,0.8047812592176194
23,24,device,device,flow,0.9456576494321832
24,23,device,device,flow,0.9456576494321832
23,27,device,device,flow,0.9187182810931713
27,23,device,device,flow,0.9187182810931713
23,31,device,device,flow,0.9091151258266548
31,23,device,device,flow,0.9091151258266548
24,27,device,device,flow,0.8177517614559375
27,24,device,device,flow,0.8177517614559375
24,31,device,device,flow,0.9412031334537954
31,24,device,device,flow,0.9412031334537954
26,56,device,device,flow,0.7764353052841336
56,26,device,device,flow,0.7764353052841336
27,31,device,device,flow,0.8456189940739918
31,27,device,device,flow,0.8456189940739918
33,35,device,device,flow,0.8771630858110784
35,33,device,device,flow,0.8771630858110784
33,42,device,device,flow,0.9595410421606984
42,33,device,device,flow,0.9595410421606984
35,42,device,device,flow,0.9138613239887455
42,35,device,device,flow,0.9138613239887455
51,53,device,device,flow,0.9546184990785866
53,51,device,device,flow,0.9546184990785866
54,56,device,device,flow,0.8739767168788953
56,54,device,device,flow,0.8739767168788953
