src_global,dst_global,src_type,dst_type,edge_type,weight
7,8,device,device,flow,-0.8069883695422823
8,7,device,device,flow,-0.8069883695422823
7,9,device,device,flow,0.9655045186771218
9,7,device,device,flow,0.9655045186771218
7,35,device,device,flow,0.8379008029775916
35,7,device,device,flow,0.8379008029775916
7,42,device,device,flow,0.7576406191146147
42,7,device,device,flow,0.7576406191146147
8,9,device,device,flow,-0.8110859348841734
9,8,device,device,flow,-0.8110859348841734
8,12,device,device,flow,0.7714872031655622
12,8,device,device,flow,0.7714872031655622
8,33,device,device,flow,-0.9659309001130273
33,8,device,device,flow,-0.9659309001130273
8,35,device,device,flow,-0.947906312990836
35,8,device,device,flow,-0.947906312990836
8,42,device,device,flow,-0.9693873396057558
42,8,device,device,flow,-0.9693873396057558
9,35,device,device,flow,0.8399747768367264
35,9,device,device,flow,0.8399747768367264
9,42,device,device,flow,0.7618125419755397
42,9,device,device,flow,0.7618125419755397
10,13,device,device,flow,-0.9734446466028557
13,10,device,device,flow,-0.9734446466028557
10,14,device,device,flow,0.9491659537230558
14,10,device,device,flow,0.9491659537230558
10,15,device,device,flow,0.9904433722208127
15,10,device,device,flow,0.9904433722208127
10,16,device,device,flow,0.9851829422642718
16,10,device,device,flow,0.9851829422642718
10,19,device,device,flow,0.9920337292203004
19,10,device,device,flow,0.9920337292203004
10,21,device,device,flow,0.9920337292203004
21,10,device,device,flow,0.9920337292203004
13,14,device,device,flow,-0.9649246925483063
14,13,device,device,flow,-0.9649246925483063
13,15,device,device,flow,-0.98594383950941
15,13,device,device,flow,-0.98594383950941
13,16,device,device,flow,-0.9433854638000465
16,13,device,device,flow,-0.9433854638000465
13,19,device,device,flow,-0.9801047589194147
19,13,device,device,flow,-0.9801047589194147
13,21,device,device,flow,-0.9801047589194147
21,13,device,device,flow,-0.9801047589194147
13,33,device,device,flow,-0.7634525721621267
33,13,device,device,flow,-0.7634525721621267
14,15,device,device,flow,0.9596916131652413
15,14,device,device,flow,0.9596916131652413
14,16,device,device,flow,0.9191709788468003
16,14,device,device,flow,0.9191709788468003
14,19,device,device,flow,0.9528678710722711
19,14,device,device,flow,0.9528678710722711
14,21,device,device,flow,0.9528678710722711
21,14,device,device,flow,0.9528678710722711
15,16,device,device,flow,0.9606027456164913
16,15,device,device,flow,0.9606027456164913
15,19,device,device,flow,0.9896738519400342
19,15,device,device,flow,0.9896738519400342
15,21,device,device,flow,0.9896738519400342
21,15,device,device,flow,0.9896738519400342
15,33,device,device,flow,0.7540779480377771
33,15,device,device,flow,0.7540779480377771
16,19,device,device,flow,0.9773347081786536
19,16,device,device,flow,0.9773347081786536
16,21,device,device,flow,0.9773347081786536
21,16,device,device,flow,0.9773347081786536
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.9868653756058028
24,23,device,device,flow,0.9868653756058028
23,27,device,device,flow,0.977910446581183
27,23,device,device,flow,0.977910446581183
23,31,device,device,flow,0.9757202118917513
31,23,device,device,flow,0.9757202118917513
24,27,device,device,flow,0.9512374929683535
27,24,device,device,flow,0.9512374929683535
24,31,device,device,flow,0.9875802709351429
31,24,device,device,flow,0.9875802709351429
25,41,device,device,flow,0.8340173027576474
41,25,device,device,flow,0.8340173027576474
27,31,device,device,flow,0.951189904332452
31,27,device,device,flow,0.951189904332452
33,35,device,device,flow,0.9067097515276972
35,33,device,device,flow,0.9067097515276972
33,42,device,device,flow,0.9752576195011284
42,33,device,device,flow,0.9752576195011284
34,51,device,device,flow,0.7889822416813059
51,34,device,device,flow,0.7889822416813059
34,53,device,device,flow,0.788111182994077
53,34,device,device,flow,0.788111182994077
35,42,device,device,flow,0.9172861497572246
42,35,device,device,flow,0.9172861497572246
43,44,device,device,flow,0.779300425129761
44,43,device,device,flow,0.779300425129761
45,51,device,device,flow,0.8665477304624533
51,45,device,device,flow,0.8665477304624533
45,53,device,device,flow,0.8643754606982869
53,45,device,device,flow,0.8643754606982869
51,53,device,device,flow,0.9705665218637204
53,51,device,device,flow,0.9705665218637204
