global_id,node_name,node_type,plc_name,feat_general_device_type_ait,feat_general_device_type_dpit,feat_general_device_type_fit,feat_general_device_type_lit,feat_general_device_type_mv,feat_general_device_type_p,feat_general_device_type_pit,feat_general_device_type_unknown,feat_general_device_type_uv,feat_general_process_p1,feat_general_process_p2,feat_general_process_p3,feat_general_process_p4,feat_general_process_p5,feat_general_process_p6,feat_general_process_punk,feat_general_sub_process_sp10,feat_general_sub_process_sp20,feat_general_sub_process_sp30,feat_general_sub_process_sp40,feat_general_sub_process_sp50,feat_general_sub_process_sp60,feat_general_sub_process_spunk,feat_control_plc1,feat_control_plc2,feat_control_plc3,feat_control_plc4,feat_control_plc5,feat_control_plc6,feat_measurement_periodicity_periodic,feat_measurement_periodicity_constant,feat_measurement_periodicity_non_periodic,feat_measurement_period_value,feat_measurement_period_max,feat_measurement_period_min,feat_measurement_period_entropy_mean,feat_measurement_period_entropy_var
0,CRP0,crp,,-0.1041690583512942,-0.0073290063096572,0.004906701622394,0.0457285241745538,0.0140898820757224,0.0897944302786071,-0.0804823460832656,0.0,-0.0073290063096572,0.198280940358374,-0.1066407479838898,-0.0228634765766761,-0.0228634765766761,-0.1817656320521428,0.2764762944775665,0.0,0.198280940358374,-0.1066407479838898,-0.0228634765766761,-0.0228634765766761,-0.1817656320521428,0.2764762944775665,0.0,0.198280940358374,-0.1066407479838898,-0.0228634765766761,-0.0228634765766761,-0.1817656320521428,0.2764762944775665,0.0,0.0436206480597124,-0.0436205813134185,-0.0436206135799972,-0.0407116336467775,-0.1244753864543638,-0.1408902904557876,0.0
1,PLC1,plc,PLC1,-0.4753368351263087,-0.1490231472990288,0.0649748202808273,0.6295582319538382,0.2667226086748182,0.0476012999616309,-0.2533703686271807,0.0,-0.1490231472990288,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.1820290286815015,0.1820290603487187,0.182029032793689,0.0711523395011406,-0.4392167834966844,-0.1046435949479618,0.0
2,PLC2,plc,PLC2,0.2813711280691483,-0.1490231472990288,-0.2393944748808818,-0.2712075837306913,-0.0891600317904907,0.3651313838982177,-0.2533703686271807,0.0,-0.1490231472990288,-0.3493521050339685,1.9550806009033528,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.3493521050339685,1.9550806009033528,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.3493521050339685,1.9550806009033528,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,0.2045892836638281,-0.2045892874213973,-0.2045892878814172,-0.2272102436548988,-0.5387782537394532,-0.3227268250703825,0.0
3,PLC3,plc,PLC3,-0.4753368351263087,0.701141698637201,-0.1830297959810299,0.2292178656989205,1.0641633391876135,-0.3404910067777969,-0.2533703686271807,0.0,-0.1490231472990288,-0.3493521050339685,-0.5189850325079187,2.1872738308058484,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.3493521050339685,-0.5189850325079187,2.1872738308058484,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.3493521050339685,-0.5189850325079187,2.1872738308058484,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.654562505900688,0.6545625026282285,0.6545625030262169,0.6807173528788356,-0.4418520817688097,-0.3818394988089664,0.0
4,PLC4,plc,PLC4,0.141240009992127,-0.1490231472990288,-0.1830297959810299,0.2292178656989205,-0.385728906946819,0.1446243685141078,-0.2533703686271807,0.0,0.701141698637201,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,2.1872738308058484,-0.5722251741446891,-0.3174357258446612,0.0,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,2.1872738308058484,-0.5722251741446891,-0.3174357258446612,0.0,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,2.1872738308058484,-0.5722251741446891,-0.3174357258446612,0.0,0.6580305294049807,-0.6580304630056061,-0.6580304862493281,-0.2951729263648792,0.4302144209694476,-0.0867877431654466,0.0
5,PLC5,plc,PLC5,0.3783849758651862,-0.1490231472990288,0.3654419679113035,-0.2712075837306913,-0.385728906946819,-0.4897572660892997,0.7839577331452912,0.0,-0.1490231472990288,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,1.770532008590984,-0.3174357258446612,0.0,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,1.770532008590984,-0.3174357258446612,0.0,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,1.770532008590984,-0.3174357258446612,0.0,-0.2910752076075091,0.2910752393362979,0.2910752863858306,0.094851611064486,0.9030657846752472,1.0082740007191415,0.0
6,PLC6,plc,PLC6,-0.4753368351263087,-0.1490231472990288,0.2044774052351497,-0.2712075837306913,-0.385728906946819,0.8116579973419067,-0.2533703686271807,0.0,-0.1490231472990288,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,3.246036289888964,0.0,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,3.246036289888964,0.0,-0.3493521050339685,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,3.246036289888964,0.0,0.5267711695440346,-0.52677117348352,-0.5267711725551028,-0.5686090594383446,-0.6602855536763553,-0.9576176301596868,0.0
7,FIT101,device,PLC1,-0.4753368351263087,-0.1490231472990288,2.297016304275024,-0.2712075837306913,-0.385728906946819,-0.8256063820697017,-0.2533703686271807,0.0,-0.1490231472990288,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.654562505900688,0.6545625026282285,0.6545625030262169,0.6329512932050732,-0.6602855536763553,0.1072947741839802,0.0
8,LIT101,device,PLC1,-0.4753368351263087,-0.1490231472990288,-0.4930355611114748,4.232621427579675,-0.385728906946819,-0.8256063820697017,-0.2533703686271807,0.0,-0.1490231472990288,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.654562505900688,0.6545625026282285,0.6545625030262169,0.1674066018844693,0.4450582774472758,1.1580030876983944,0.0
9,MV101,device,PLC1,-0.4753368351263087,-0.1490231472990288,-0.4930355611114748,-0.2712075837306913,2.8765286225499413,-0.8256063820697017,-0.2533703686271807,0.0,-0.1490231472990288,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,2.93644606939567,-0.5189850325079187,-0.4648909538613151,-0.4648909538613151,-0.5722251741446891,-0.3174357258446612,0.0,-0.654562505900688,0.6545625026282285,0.6545625030262169,0.6900157313579065,-0.6602855536763553,-0.3764888099490803,0.0
