src_global,dst_global,src_type,dst_type,edge_type,weight
8,14,device,device,flow,-0.8302147436642365
14,8,device,device,flow,-0.8302147436642365
8,25,device,device,flow,0.8803346402673148
25,8,device,device,flow,0.8803346402673148
8,41,device,device,flow,0.8171966520500458
41,8,device,device,flow,0.8171966520500458
10,13,device,device,flow,-0.9141029149361268
13,10,device,device,flow,-0.9141029149361268
10,14,device,device,flow,0.9157282348866737
14,10,device,device,flow,0.9157282348866737
10,15,device,device,flow,0.9619120759053661
15,10,device,device,flow,0.9619120759053661
10,16,device,device,flow,0.9707730020646482
16,10,device,device,flow,0.9707730020646482
10,19,device,device,flow,1.0
19,10,device,device,flow,1.0
10,21,device,device,flow,1.0
21,10,device,device,flow,1.0
13,14,device,device,flow,-0.9732562381477072
14,13,device,device,flow,-0.9732562381477072
13,15,device,device,flow,-0.9482948296439231
15,13,device,device,flow,-0.9482948296439231
13,16,device,device,flow,-0.8289575803664394
16,13,device,device,flow,-0.8289575803664394
13,19,device,device,flow,-0.9141029149361268
19,13,device,device,flow,-0.9141029149361268
13,21,device,device,flow,-0.9141029149361268
21,13,device,device,flow,-0.9141029149361268
14,15,device,device,flow,0.9486250644461642
15,14,device,device,flow,0.9486250644461642
14,16,device,device,flow,0.8313752188403093
16,14,device,device,flow,0.8313752188403093
14,19,device,device,flow,0.9157282348866737
19,14,device,device,flow,0.9157282348866737
14,21,device,device,flow,0.9157282348866737
21,14,device,device,flow,0.9157282348866737
15,16,device,device,flow,0.8682418327135987
16,15,device,device,flow,0.8682418327135987
15,19,device,device,flow,0.9619120759053661
19,15,device,device,flow,0.9619120759053661
15,21,device,device,flow,0.9619120759053661
21,15,device,device,flow,0.9619120759053661
16,19,device,device,flow,0.9707730020646481
19,16,device,device,flow,0.9707730020646481
16,21,device,device,flow,0.9707730020646481
21,16,device,device,flow,0.9707730020646481
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.9738877226884294
24,23,device,device,flow,0.9738877226884294
23,27,device,device,flow,0.9249064000280572
27,23,device,device,flow,0.9249064000280572
23,31,device,device,flow,0.9640716520057543
31,23,device,device,flow,0.9640716520057543
24,27,device,device,flow,0.8578835941832673
27,24,device,device,flow,0.8578835941832673
24,31,device,device,flow,0.9820757221070494
31,24,device,device,flow,0.9820757221070494
25,35,device,device,flow,0.7599980448109264
35,25,device,device,flow,0.7599980448109264
25,41,device,device,flow,0.8287230388573655
41,25,device,device,flow,0.8287230388573655
26,56,device,device,flow,0.7727661901112596
56,26,device,device,flow,0.7727661901112596
27,31,device,device,flow,0.8760423173920406
31,27,device,device,flow,0.8760423173920406
35,41,device,device,flow,0.8604654027389309
41,35,device,device,flow,0.8604654027389309
51,53,device,device,flow,0.9752454061736082
53,51,device,device,flow,0.9752454061736082
54,56,device,device,flow,0.9487951381589457
56,54,device,device,flow,0.9487951381589457
