src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.9501960975647706
9,7,device,device,flow,0.9501960975647706
8,35,device,device,flow,-0.7630453058632326
35,8,device,device,flow,-0.7630453058632326
8,42,device,device,flow,-0.8142797393517934
42,8,device,device,flow,-0.8142797393517934
10,15,device,device,flow,0.9850528209851221
15,10,device,device,flow,0.9850528209851221
10,16,device,device,flow,0.9892672842367657
16,10,device,device,flow,0.9892672842367657
10,19,device,device,flow,0.9907898455158727
19,10,device,device,flow,0.9907898455158727
10,33,device,device,flow,0.8105282323490522
33,10,device,device,flow,0.8105282323490522
10,42,device,device,flow,0.7712268537116341
42,10,device,device,flow,0.7712268537116341
13,21,device,device,flow,0.8424376402752853
21,13,device,device,flow,0.8424376402752853
14,15,device,device,flow,0.7545846797697207
15,14,device,device,flow,0.7545846797697207
14,19,device,device,flow,0.7532397900985168
19,14,device,device,flow,0.7532397900985168
15,16,device,device,flow,0.9604740930821364
16,15,device,device,flow,0.9604740930821364
15,19,device,device,flow,0.9942055657083693
19,15,device,device,flow,0.9942055657083693
15,33,device,device,flow,0.8134653830461456
33,15,device,device,flow,0.8134653830461456
15,42,device,device,flow,0.7772269867605539
42,15,device,device,flow,0.7772269867605539
16,19,device,device,flow,0.9801559797228522
19,16,device,device,flow,0.9801559797228522
16,33,device,device,flow,0.7905961280705628
33,16,device,device,flow,0.7905961280705628
16,42,device,device,flow,0.7526742103311085
42,16,device,device,flow,0.7526742103311085
19,33,device,device,flow,0.8124087462626403
33,19,device,device,flow,0.8124087462626403
19,42,device,device,flow,0.7755182858790293
42,19,device,device,flow,0.7755182858790293
23,24,device,device,flow,0.9874334111629156
24,23,device,device,flow,0.9874334111629156
23,27,device,device,flow,0.9569848916451918
27,23,device,device,flow,0.9569848916451918
23,31,device,device,flow,0.9803187222553236
31,23,device,device,flow,0.9803187222553236
24,27,device,device,flow,0.9168442862603668
27,24,device,device,flow,0.9168442862603668
24,31,device,device,flow,0.9905195588015716
31,24,device,device,flow,0.9905195588015716
27,31,device,device,flow,0.9249974670525574
31,27,device,device,flow,0.9249974670525574
33,35,device,device,flow,0.8817476918227312
35,33,device,device,flow,0.8817476918227312
33,42,device,device,flow,0.9704058748387012
42,33,device,device,flow,0.9704058748387012
34,51,device,device,flow,0.8095012670470362
51,34,device,device,flow,0.8095012670470362
34,53,device,device,flow,0.7984163331855099
53,34,device,device,flow,0.7984163331855099
35,42,device,device,flow,0.9178351334068272
42,35,device,device,flow,0.9178351334068272
43,44,device,device,flow,0.7654286780561604
44,43,device,device,flow,0.7654286780561604
45,51,device,device,flow,0.8693560110845526
51,45,device,device,flow,0.8693560110845526
45,53,device,device,flow,0.8682998244006472
53,45,device,device,flow,0.8682998244006472
51,53,device,device,flow,0.9782154136232422
53,51,device,device,flow,0.9782154136232422
