src_global,dst_global,src_type,dst_type,edge_type,weight
7,8,device,device,flow,-0.8343848608514712
8,7,device,device,flow,-0.8343848608514712
7,9,device,device,flow,0.9593098395618107
9,7,device,device,flow,0.9593098395618107
7,33,device,device,flow,0.7718495818909559
33,7,device,device,flow,0.7718495818909559
7,35,device,device,flow,0.822317539874902
35,7,device,device,flow,0.822317539874902
7,41,device,device,flow,0.8208407971973865
41,7,device,device,flow,0.8208407971973865
7,42,device,device,flow,0.831873301125754
42,7,device,device,flow,0.831873301125754
8,9,device,device,flow,-0.8369040432619228
9,8,device,device,flow,-0.8369040432619228
8,13,device,device,flow,0.7547494042824752
13,8,device,device,flow,0.7547494042824752
8,33,device,device,flow,-0.9478450516863213
33,8,device,device,flow,-0.9478450516863213
8,35,device,device,flow,-0.9260309824032269
35,8,device,device,flow,-0.9260309824032269
8,41,device,device,flow,-0.7723386771790737
41,8,device,device,flow,-0.7723386771790737
8,42,device,device,flow,-0.960688810559207
42,8,device,device,flow,-0.960688810559207
9,33,device,device,flow,0.7771014739309579
33,9,device,device,flow,0.7771014739309579
9,35,device,device,flow,0.8244932997093025
35,9,device,device,flow,0.8244932997093025
9,41,device,device,flow,0.8115377879166692
41,9,device,device,flow,0.8115377879166692
9,42,device,device,flow,0.8360106135916399
42,9,device,device,flow,0.8360106135916399
10,13,device,device,flow,-0.9678825191266512
13,10,device,device,flow,-0.9678825191266512
10,14,device,device,flow,0.9417977847992579
14,10,device,device,flow,0.9417977847992579
10,15,device,device,flow,0.9841829353496341
15,10,device,device,flow,0.9841829353496341
10,16,device,device,flow,0.9905600246950335
16,10,device,device,flow,0.9905600246950335
10,19,device,device,flow,0.9920337292203005
19,10,device,device,flow,0.9920337292203005
10,21,device,device,flow,0.9920337292203005
21,10,device,device,flow,0.9920337292203005
13,14,device,device,flow,-0.9685267223896792
14,13,device,device,flow,-0.9685267223896792
13,15,device,device,flow,-0.9843006323846195
15,13,device,device,flow,-0.9843006323846195
13,16,device,device,flow,-0.9436865545070561
16,13,device,device,flow,-0.9436865545070561
13,19,device,device,flow,-0.9761413694033011
19,13,device,device,flow,-0.9761413694033011
13,21,device,device,flow,-0.9761413694033011
21,13,device,device,flow,-0.9761413694033011
13,33,device,device,flow,-0.7638234723153773
33,13,device,device,flow,-0.7638234723153773
14,15,device,device,flow,0.9538568622534842
15,14,device,device,flow,0.9538568622534842
14,16,device,device,flow,0.9177453178482944
16,14,device,device,flow,0.9177453178482944
14,19,device,device,flow,0.9459879125464076
19,14,device,device,flow,0.9459879125464076
14,21,device,device,flow,0.9459879125464076
21,14,device,device,flow,0.9459879125464076
15,16,device,device,flow,0.9595437926575866
16,15,device,device,flow,0.9595437926575866
15,19,device,device,flow,0.992084464438432
19,15,device,device,flow,0.992084464438432
15,21,device,device,flow,0.992084464438432
21,15,device,device,flow,0.992084464438432
15,33,device,device,flow,0.7587496115061177
33,15,device,device,flow,0.7587496115061177
16,19,device,device,flow,0.982668955314767
19,16,device,device,flow,0.982668955314767
16,21,device,device,flow,0.982668955314767
21,16,device,device,flow,0.982668955314767
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
19,33,device,device,flow,0.7521823287262993
33,19,device,device,flow,0.7521823287262993
21,33,device,device,flow,0.7521823287262993
33,21,device,device,flow,0.7521823287262993
23,24,device,device,flow,0.9869449384393898
24,23,device,device,flow,0.9869449384393898
23,27,device,device,flow,0.9672947071722764
27,23,device,device,flow,0.9672947071722764
23,31,device,device,flow,0.9800442305943692
31,23,device,device,flow,0.9800442305943692
24,27,device,device,flow,0.9298851849594341
27,24,device,device,flow,0.9298851849594341
24,31,device,device,flow,0.989880408036321
31,24,device,device,flow,0.989880408036321
27,31,device,device,flow,0.9497756707971757
31,27,device,device,flow,0.9497756707971757
33,35,device,device,flow,0.9301630410045425
35,33,device,device,flow,0.9301630410045425
33,42,device,device,flow,0.9780492340515085
42,33,device,device,flow,0.9780492340515085
34,51,device,device,flow,0.8489736080685656
51,34,device,device,flow,0.8489736080685656
34,53,device,device,flow,0.8391971346442701
53,34,device,device,flow,0.8391971346442701
35,41,device,device,flow,0.7705686769960876
41,35,device,device,flow,0.7705686769960876
35,42,device,device,flow,0.9537105491317072
42,35,device,device,flow,0.9537105491317072
45,51,device,device,flow,0.8882802560243375
51,45,device,device,flow,0.8882802560243375
45,53,device,device,flow,0.8820167409160354
53,45,device,device,flow,0.8820167409160354
51,53,device,device,flow,0.9802260348892011
53,51,device,device,flow,0.9802260348892011
