src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.9577326252213695
9,7,device,device,flow,0.9577326252213695
7,35,device,device,flow,0.7528624147994509
35,7,device,device,flow,0.7528624147994509
8,10,device,device,flow,-0.7807623072714501
10,8,device,device,flow,-0.7807623072714501
8,13,device,device,flow,0.8055821041683014
13,8,device,device,flow,0.8055821041683014
8,15,device,device,flow,-0.7870831317317735
15,8,device,device,flow,-0.7870831317317735
8,16,device,device,flow,-0.7807623072714499
16,8,device,device,flow,-0.7807623072714499
8,19,device,device,flow,-0.7897282118868396
19,8,device,device,flow,-0.7897282118868396
8,21,device,device,flow,-0.7897282118868396
21,8,device,device,flow,-0.7897282118868396
8,33,device,device,flow,-0.8162967187845771
33,8,device,device,flow,-0.8162967187845771
8,35,device,device,flow,-0.9191634403607064
35,8,device,device,flow,-0.9191634403607064
8,42,device,device,flow,-0.932405667921913
42,8,device,device,flow,-0.932405667921913
9,35,device,device,flow,0.7539866125420798
35,9,device,device,flow,0.7539866125420798
10,13,device,device,flow,-0.9840556114066693
13,10,device,device,flow,-0.9840556114066693
10,14,device,device,flow,0.9561174433638241
14,10,device,device,flow,0.9561174433638241
10,15,device,device,flow,0.9909543214964774
15,10,device,device,flow,0.9909543214964774
10,16,device,device,flow,0.9999999999999998
16,10,device,device,flow,0.9999999999999998
10,19,device,device,flow,0.9909806500176059
19,10,device,device,flow,0.9909806500176059
10,21,device,device,flow,0.9909806500176059
21,10,device,device,flow,0.9909806500176059
10,33,device,device,flow,0.7854764172277746
33,10,device,device,flow,0.7854764172277746
10,42,device,device,flow,0.8341637290589109
42,10,device,device,flow,0.8341637290589109
13,14,device,device,flow,-0.9549939940791266
14,13,device,device,flow,-0.9549939940791266
13,15,device,device,flow,-0.9926678764252579
15,13,device,device,flow,-0.9926678764252579
13,16,device,device,flow,-0.9840556114066692
16,13,device,device,flow,-0.9840556114066692
13,19,device,device,flow,-0.9923407063612787
19,13,device,device,flow,-0.9923407063612787
13,21,device,device,flow,-0.9923407063612787
21,13,device,device,flow,-0.9923407063612787
13,33,device,device,flow,-0.7891608051853898
33,13,device,device,flow,-0.7891608051853898
13,42,device,device,flow,-0.845627866285215
42,13,device,device,flow,-0.845627866285215
14,15,device,device,flow,0.9622646745811911
15,14,device,device,flow,0.9622646745811911
14,16,device,device,flow,0.9561174433638241
16,14,device,device,flow,0.9561174433638241
14,19,device,device,flow,0.9609408154775504
19,14,device,device,flow,0.9609408154775504
14,21,device,device,flow,0.9609408154775504
21,14,device,device,flow,0.9609408154775504
14,25,device,device,flow,-0.8084218511215746
25,14,device,device,flow,-0.8084218511215746
15,16,device,device,flow,0.9909543214964774
16,15,device,device,flow,0.9909543214964774
15,19,device,device,flow,0.9999734318514405
19,15,device,device,flow,0.9999734318514405
15,21,device,device,flow,0.9999734318514405
21,15,device,device,flow,0.9999734318514405
15,33,device,device,flow,0.7863524542576606
33,15,device,device,flow,0.7863524542576606
15,42,device,device,flow,0.835280406091721
42,15,device,device,flow,0.835280406091721
16,19,device,device,flow,0.9909806500176063
19,16,device,device,flow,0.9909806500176063
16,21,device,device,flow,0.9909806500176063
21,16,device,device,flow,0.9909806500176063
16,33,device,device,flow,0.785476417227775
33,16,device,device,flow,0.785476417227775
16,42,device,device,flow,0.8341637290589118
42,16,device,device,flow,0.8341637290589118
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
19,33,device,device,flow,0.7872816526434648
33,19,device,device,flow,0.7872816526434648
19,42,device,device,flow,0.8370027977414171
42,19,device,device,flow,0.8370027977414171
21,33,device,device,flow,0.7872816526434648
33,21,device,device,flow,0.7872816526434648
21,42,device,device,flow,0.8370027977414171
42,21,device,device,flow,0.8370027977414171
23,24,device,device,flow,0.963763878910804
24,23,device,device,flow,0.963763878910804
23,27,device,device,flow,0.9395770651499148
27,23,device,device,flow,0.9395770651499148
23,31,device,device,flow,0.9433616119261059
31,23,device,device,flow,0.9433616119261059
24,27,device,device,flow,0.8593300525315676
27,24,device,device,flow,0.8593300525315676
24,31,device,device,flow,0.9687871858450126
31,24,device,device,flow,0.9687871858450126
26,56,device,device,flow,0.7764353052841334
56,26,device,device,flow,0.7764353052841334
27,31,device,device,flow,0.8610033720586158
31,27,device,device,flow,0.8610033720586158
33,35,device,device,flow,0.8449078564638152
35,33,device,device,flow,0.8449078564638152
33,42,device,device,flow,0.9143170306750725
42,33,device,device,flow,0.9143170306750725
35,42,device,device,flow,0.9276091212654148
42,35,device,device,flow,0.9276091212654148
45,51,device,device,flow,0.7955251158900781
51,45,device,device,flow,0.7955251158900781
45,53,device,device,flow,0.8066278476857944
53,45,device,device,flow,0.8066278476857944
51,53,device,device,flow,0.9577018001284461
53,51,device,device,flow,0.9577018001284461
54,56,device,device,flow,0.8696011357176955
56,54,device,device,flow,0.8696011357176955
