src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.9626564805705096
9,7,device,device,flow,0.9626564805705096
8,33,device,device,flow,-0.9414949873462605
33,8,device,device,flow,-0.9414949873462605
8,35,device,device,flow,-0.7726868653063151
35,8,device,device,flow,-0.7726868653063151
8,42,device,device,flow,-0.9478348656806995
42,8,device,device,flow,-0.9478348656806995
10,13,device,device,flow,-0.9696352108949882
13,10,device,device,flow,-0.9696352108949882
10,14,device,device,flow,0.9555380726542754
14,10,device,device,flow,0.9555380726542754
10,15,device,device,flow,0.9915589671672835
15,10,device,device,flow,0.9915589671672835
10,16,device,device,flow,0.9923174790525652
16,10,device,device,flow,0.9923174790525652
10,19,device,device,flow,0.9959977326743668
19,10,device,device,flow,0.9959977326743668
10,21,device,device,flow,0.9959977326743668
21,10,device,device,flow,0.9959977326743668
13,14,device,device,flow,-0.9675647166035182
14,13,device,device,flow,-0.9675647166035182
13,15,device,device,flow,-0.9804614437034617
15,13,device,device,flow,-0.9804614437034617
13,16,device,device,flow,-0.9619770853529461
16,13,device,device,flow,-0.9619770853529461
13,19,device,device,flow,-0.9811176105541836
19,13,device,device,flow,-0.9811176105541836
13,21,device,device,flow,-0.9811176105541836
21,13,device,device,flow,-0.9811176105541836
14,15,device,device,flow,0.963209703987302
15,14,device,device,flow,0.963209703987302
14,16,device,device,flow,0.9453748782915682
16,14,device,device,flow,0.9453748782915682
14,19,device,device,flow,0.9629865526503564
19,14,device,device,flow,0.9629865526503564
14,21,device,device,flow,0.9629865526503564
21,14,device,device,flow,0.9629865526503564
15,16,device,device,flow,0.984093235249692
16,15,device,device,flow,0.984093235249692
15,19,device,device,flow,0.9974261326588726
19,15,device,device,flow,0.9974261326588726
15,21,device,device,flow,0.9974261326588726
21,15,device,device,flow,0.9974261326588726
16,19,device,device,flow,0.9884183137622446
19,16,device,device,flow,0.9884183137622446
16,21,device,device,flow,0.9884183137622446
21,16,device,device,flow,0.9884183137622446
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.987373473194012
24,23,device,device,flow,0.987373473194012
23,27,device,device,flow,0.9730286414019141
27,23,device,device,flow,0.9730286414019141
23,31,device,device,flow,0.9823465366518119
31,23,device,device,flow,0.9823465366518119
24,27,device,device,flow,0.9351771867352152
27,24,device,device,flow,0.9351771867352152
24,31,device,device,flow,0.9962942337881618
31,24,device,device,flow,0.9962942337881618
25,41,device,device,flow,0.8962067618212243
41,25,device,device,flow,0.8962067618212243
25,43,device,device,flow,0.8247816825609173
43,25,device,device,flow,0.8247816825609173
27,31,device,device,flow,0.9288104037264223
31,27,device,device,flow,0.9288104037264223
33,35,device,device,flow,0.8091218630366611
35,33,device,device,flow,0.8091218630366611
33,42,device,device,flow,0.9744348656250554
42,33,device,device,flow,0.9744348656250554
34,51,device,device,flow,0.8294413023010743
51,34,device,device,flow,0.8294413023010743
34,53,device,device,flow,0.8226648559785802
53,34,device,device,flow,0.8226648559785802
35,42,device,device,flow,0.8573605479296877
42,35,device,device,flow,0.8573605479296877
35,45,device,device,flow,0.7651444817483969
45,35,device,device,flow,0.7651444817483969
35,51,device,device,flow,0.8107937888629305
51,35,device,device,flow,0.8107937888629305
35,53,device,device,flow,0.8155121256726751
53,35,device,device,flow,0.8155121256726751
41,43,device,device,flow,0.8517684527669849
43,41,device,device,flow,0.8517684527669849
45,51,device,device,flow,0.9013063822466377
51,45,device,device,flow,0.9013063822466377
45,53,device,device,flow,0.9006173161338196
53,45,device,device,flow,0.9006173161338196
51,53,device,device,flow,0.9813922910921422
53,51,device,device,flow,0.9813922910921422
