src_global,dst_global,src_type,dst_type,edge_type,weight
7,8,device,device,flow,-0.7789699690061366
8,7,device,device,flow,-0.7789699690061366
7,9,device,device,flow,0.965785330297683
9,7,device,device,flow,0.965785330297683
7,12,device,device,flow,-0.7546615280656359
12,7,device,device,flow,-0.7546615280656359
7,25,device,device,flow,0.7529095877244186
25,7,device,device,flow,0.7529095877244186
7,35,device,device,flow,0.8410617672427131
35,7,device,device,flow,0.8410617672427131
8,9,device,device,flow,-0.7861586596959326
9,8,device,device,flow,-0.7861586596959326
8,12,device,device,flow,0.8487542619446853
12,8,device,device,flow,0.8487542619446853
8,33,device,device,flow,-0.9605672182767063
33,8,device,device,flow,-0.9605672182767063
8,35,device,device,flow,-0.9450583000039576
35,8,device,device,flow,-0.9450583000039576
8,42,device,device,flow,-0.9657295146552479
42,8,device,device,flow,-0.9657295146552479
9,35,device,device,flow,0.8444221869173298
35,9,device,device,flow,0.8444221869173298
10,13,device,device,flow,-0.9719695810617627
13,10,device,device,flow,-0.9719695810617627
10,14,device,device,flow,0.9470901563301715
14,10,device,device,flow,0.9470901563301715
10,15,device,device,flow,0.9886573697812812
15,10,device,device,flow,0.9886573697812812
10,16,device,device,flow,0.9851829422642712
16,10,device,device,flow,0.9851829422642712
10,19,device,device,flow,0.9920337292203006
19,10,device,device,flow,0.9920337292203006
10,21,device,device,flow,0.9920337292203006
21,10,device,device,flow,0.9920337292203006
12,33,device,device,flow,-0.8048435495136436
33,12,device,device,flow,-0.8048435495136436
12,42,device,device,flow,-0.8212116693745819
42,12,device,device,flow,-0.8212116693745819
13,14,device,device,flow,-0.9624048354319515
14,13,device,device,flow,-0.9624048354319515
13,15,device,device,flow,-0.9866429690849894
15,13,device,device,flow,-0.9866429690849894
13,16,device,device,flow,-0.9437439618072951
16,13,device,device,flow,-0.9437439618072951
13,19,device,device,flow,-0.979422393803107
19,13,device,device,flow,-0.979422393803107
13,21,device,device,flow,-0.979422393803107
21,13,device,device,flow,-0.979422393803107
14,15,device,device,flow,0.9582834536493073
15,14,device,device,flow,0.9582834536493073
14,16,device,device,flow,0.917525914057892
16,14,device,device,flow,0.917525914057892
14,19,device,device,flow,0.951736172594268
19,14,device,device,flow,0.951736172594268
14,21,device,device,flow,0.951736172594268
21,14,device,device,flow,0.951736172594268
15,16,device,device,flow,0.9622324417094249
16,15,device,device,flow,0.9622324417094249
15,19,device,device,flow,0.9951561317996022
19,15,device,device,flow,0.9951561317996022
15,21,device,device,flow,0.9951561317996022
21,15,device,device,flow,0.9951561317996022
16,19,device,device,flow,0.9773347081786531
19,16,device,device,flow,0.9773347081786531
16,21,device,device,flow,0.9773347081786531
21,16,device,device,flow,0.9773347081786531
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.9877876933611391
24,23,device,device,flow,0.9877876933611391
23,27,device,device,flow,0.9778189554310754
27,23,device,device,flow,0.9778189554310754
23,31,device,device,flow,0.9707567779708156
31,23,device,device,flow,0.9707567779708156
24,27,device,device,flow,0.9470329040513666
27,24,device,device,flow,0.9470329040513666
24,31,device,device,flow,0.9793203450112026
31,24,device,device,flow,0.9793203450112026
27,31,device,device,flow,0.9476395104393298
31,27,device,device,flow,0.9476395104393298
33,35,device,device,flow,0.9036238189558292
35,33,device,device,flow,0.9036238189558292
33,42,device,device,flow,0.98349637884616
42,33,device,device,flow,0.98349637884616
34,45,device,device,flow,0.822558973329996
45,34,device,device,flow,0.822558973329996
34,51,device,device,flow,0.8577795875401472
51,34,device,device,flow,0.8577795875401472
34,53,device,device,flow,0.8632925437979457
53,34,device,device,flow,0.8632925437979457
35,42,device,device,flow,0.9183425706332725
42,35,device,device,flow,0.9183425706332725
35,53,device,device,flow,0.7571181305315714
53,35,device,device,flow,0.7571181305315714
45,51,device,device,flow,0.9119452563702461
51,45,device,device,flow,0.9119452563702461
45,53,device,device,flow,0.9151668284101278
53,45,device,device,flow,0.9151668284101278
51,53,device,device,flow,0.9774729222743872
53,51,device,device,flow,0.9774729222743872
