src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.9847976248682225
9,7,device,device,flow,0.9847976248682225
7,25,device,device,flow,0.7968694495970512
25,7,device,device,flow,0.7968694495970512
7,35,device,device,flow,0.8087141307112633
35,7,device,device,flow,0.8087141307112633
8,33,device,device,flow,-0.957963821254495
33,8,device,device,flow,-0.957963821254495
8,35,device,device,flow,-0.9313027116720777
35,8,device,device,flow,-0.9313027116720777
8,42,device,device,flow,-0.9614923648880593
42,8,device,device,flow,-0.9614923648880593
9,25,device,device,flow,0.7788972613945869
25,9,device,device,flow,0.7788972613945869
9,35,device,device,flow,0.8252238778580165
35,9,device,device,flow,0.8252238778580165
9,42,device,device,flow,0.7666761066851706
42,9,device,device,flow,0.7666761066851706
10,13,device,device,flow,-0.9668200401959964
13,10,device,device,flow,-0.9668200401959964
10,14,device,device,flow,0.9283418801294193
14,10,device,device,flow,0.9283418801294193
10,15,device,device,flow,0.9889217606212756
15,10,device,device,flow,0.9889217606212756
10,16,device,device,flow,0.9851829422642707
16,10,device,device,flow,0.9851829422642707
10,19,device,device,flow,0.9920337292203003
19,10,device,device,flow,0.9920337292203003
10,21,device,device,flow,0.9920337292203003
21,10,device,device,flow,0.9920337292203003
13,14,device,device,flow,-0.9463180124833694
14,13,device,device,flow,-0.9463180124833694
13,15,device,device,flow,-0.9828508565343428
15,13,device,device,flow,-0.9828508565343428
13,16,device,device,flow,-0.9386588986187261
16,13,device,device,flow,-0.9386588986187261
13,19,device,device,flow,-0.9760120295205019
19,13,device,device,flow,-0.9760120295205019
13,21,device,device,flow,-0.9760120295205019
21,13,device,device,flow,-0.9760120295205019
14,15,device,device,flow,0.9385631037866625
15,14,device,device,flow,0.9385631037866625
14,16,device,device,flow,0.8989625583275332
16,14,device,device,flow,0.8989625583275332
14,19,device,device,flow,0.9317365402049776
19,14,device,device,flow,0.9317365402049776
14,21,device,device,flow,0.9317365402049776
21,14,device,device,flow,0.9317365402049776
15,16,device,device,flow,0.9593617012267824
16,15,device,device,flow,0.9593617012267824
15,19,device,device,flow,0.991388895422786
19,15,device,device,flow,0.991388895422786
15,21,device,device,flow,0.991388895422786
21,15,device,device,flow,0.991388895422786
16,19,device,device,flow,0.9773347081786535
19,16,device,device,flow,0.9773347081786535
16,21,device,device,flow,0.9773347081786535
21,16,device,device,flow,0.9773347081786535
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.9871655663185851
24,23,device,device,flow,0.9871655663185851
23,27,device,device,flow,0.9570800466152919
27,23,device,device,flow,0.9570800466152919
23,31,device,device,flow,0.9819506714803249
31,23,device,device,flow,0.9819506714803249
24,27,device,device,flow,0.9150227383357543
27,24,device,device,flow,0.9150227383357543
24,31,device,device,flow,0.9934389235769062
31,24,device,device,flow,0.9934389235769062
27,31,device,device,flow,0.9249974670525575
31,27,device,device,flow,0.9249974670525575
33,35,device,device,flow,0.9161227931982511
35,33,device,device,flow,0.9161227931982511
33,42,device,device,flow,0.9769002507737286
42,33,device,device,flow,0.9769002507737286
33,51,device,device,flow,0.7531223838676355
51,33,device,device,flow,0.7531223838676355
33,53,device,device,flow,0.7556392174566218
53,33,device,device,flow,0.7556392174566218
34,45,device,device,flow,0.7564819311412951
45,34,device,device,flow,0.7564819311412951
34,51,device,device,flow,0.8171347969927238
51,34,device,device,flow,0.8171347969927238
34,53,device,device,flow,0.8221220427896618
53,34,device,device,flow,0.8221220427896618
35,42,device,device,flow,0.9423277876761426
42,35,device,device,flow,0.9423277876761426
35,53,device,device,flow,0.7584441302496103
53,35,device,device,flow,0.7584441302496103
42,53,device,device,flow,0.751749449788639
53,42,device,device,flow,0.751749449788639
45,51,device,device,flow,0.864575620521544
51,45,device,device,flow,0.864575620521544
45,53,device,device,flow,0.8563413042856179
53,45,device,device,flow,0.8563413042856179
51,53,device,device,flow,0.9837177424054305
53,51,device,device,flow,0.9837177424054305
