src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.9618737239740393
9,7,device,device,flow,0.9618737239740393
8,33,device,device,flow,-0.8240007406191643
33,8,device,device,flow,-0.8240007406191643
8,35,device,device,flow,-0.8297738760418034
35,8,device,device,flow,-0.8297738760418034
8,42,device,device,flow,-0.8999864477532913
42,8,device,device,flow,-0.8999864477532913
8,43,device,device,flow,0.7561385534690975
43,8,device,device,flow,0.7561385534690975
10,13,device,device,flow,-0.9777406414174478
13,10,device,device,flow,-0.9777406414174478
10,14,device,device,flow,0.9577559209764541
14,10,device,device,flow,0.9577559209764541
10,15,device,device,flow,0.998228084850468
15,10,device,device,flow,0.998228084850468
10,16,device,device,flow,0.992283287625247
16,10,device,device,flow,0.992283287625247
10,19,device,device,flow,0.9920138476978834
19,10,device,device,flow,0.9920138476978834
10,21,device,device,flow,0.9920138476978834
21,10,device,device,flow,0.9920138476978834
10,25,device,device,flow,-0.8014484699440998
25,10,device,device,flow,-0.8014484699440998
10,43,device,device,flow,-0.9041416714453905
43,10,device,device,flow,-0.9041416714453905
13,14,device,device,flow,-0.9538908575458875
14,13,device,device,flow,-0.9538908575458875
13,15,device,device,flow,-0.9844365422058355
15,13,device,device,flow,-0.9844365422058355
13,16,device,device,flow,-0.969583575899456
16,13,device,device,flow,-0.969583575899456
13,19,device,device,flow,-0.9860091318397691
19,13,device,device,flow,-0.9860091318397691
13,21,device,device,flow,-0.9860091318397691
21,13,device,device,flow,-0.9860091318397691
13,25,device,device,flow,0.7684244138373284
25,13,device,device,flow,0.7684244138373284
13,43,device,device,flow,0.9142096058225903
43,13,device,device,flow,0.9142096058225903
14,15,device,device,flow,0.9625399857427354
15,14,device,device,flow,0.9625399857427354
14,16,device,device,flow,0.9465503999150185
16,14,device,device,flow,0.9465503999150185
14,19,device,device,flow,0.9606120505254006
19,14,device,device,flow,0.9606120505254006
14,21,device,device,flow,0.9606120505254006
21,14,device,device,flow,0.9606120505254006
14,25,device,device,flow,-0.8898369117963958
25,14,device,device,flow,-0.8898369117963958
14,43,device,device,flow,-0.8338052469403983
43,14,device,device,flow,-0.8338052469403983
15,16,device,device,flow,0.9905384683794733
16,15,device,device,flow,0.9905384683794733
15,19,device,device,flow,0.9975926591052509
19,15,device,device,flow,0.9975926591052509
15,21,device,device,flow,0.9975926591052509
21,15,device,device,flow,0.9975926591052509
15,25,device,device,flow,-0.7988188663099035
25,15,device,device,flow,-0.7988188663099035
15,43,device,device,flow,-0.9045445071416786
43,15,device,device,flow,-0.9045445071416786
16,19,device,device,flow,0.9843587621634274
19,16,device,device,flow,0.9843587621634274
16,21,device,device,flow,0.9843587621634274
21,16,device,device,flow,0.9843587621634274
16,25,device,device,flow,-0.779512483242562
25,16,device,device,flow,-0.779512483242562
16,43,device,device,flow,-0.8911517840352314
43,16,device,device,flow,-0.8911517840352314
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
19,25,device,device,flow,-0.7914459005646829
25,19,device,device,flow,-0.7914459005646829
19,43,device,device,flow,-0.9053119840947564
43,19,device,device,flow,-0.9053119840947564
21,25,device,device,flow,-0.7914459005646829
25,21,device,device,flow,-0.7914459005646829
21,43,device,device,flow,-0.9053119840947564
43,21,device,device,flow,-0.9053119840947564
23,24,device,device,flow,0.9734366619501439
24,23,device,device,flow,0.9734366619501439
23,25,device,device,flow,-0.8087668711122854
25,23,device,device,flow,-0.8087668711122854
23,27,device,device,flow,0.9506533721993479
27,23,device,device,flow,0.9506533721993479
23,31,device,device,flow,0.9637845367946505
31,23,device,device,flow,0.9637845367946505
24,25,device,device,flow,-0.7884925025508113
25,24,device,device,flow,-0.7884925025508113
24,27,device,device,flow,0.8868664152921705
27,24,device,device,flow,0.8868664152921705
24,31,device,device,flow,0.9860363050479639
31,24,device,device,flow,0.9860363050479639
25,27,device,device,flow,-0.7799795718789388
27,25,device,device,flow,-0.7799795718789388
25,31,device,device,flow,-0.771375945292628
31,25,device,device,flow,-0.771375945292628
26,56,device,device,flow,0.7764353052841331
56,26,device,device,flow,0.7764353052841331
27,31,device,device,flow,0.8953140456223295
31,27,device,device,flow,0.8953140456223295
33,35,device,device,flow,0.885330021864908
35,33,device,device,flow,0.885330021864908
33,42,device,device,flow,0.9548440350790905
42,33,device,device,flow,0.9548440350790905
35,42,device,device,flow,0.8871962625206588
42,35,device,device,flow,0.8871962625206588
45,51,device,device,flow,0.827732637869206
51,45,device,device,flow,0.827732637869206
45,53,device,device,flow,0.8348702502606569
53,45,device,device,flow,0.8348702502606569
51,53,device,device,flow,0.9805595801342742
53,51,device,device,flow,0.9805595801342742
54,56,device,device,flow,0.830718594142302
56,54,device,device,flow,0.830718594142302
