src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.9751560788254459
9,7,device,device,flow,0.9751560788254459
8,12,device,device,flow,0.7789419695883801
12,8,device,device,flow,0.7789419695883801
8,33,device,device,flow,-0.9128664696000865
33,8,device,device,flow,-0.9128664696000865
8,35,device,device,flow,-0.754628697894872
35,8,device,device,flow,-0.754628697894872
8,42,device,device,flow,-0.9278824487049079
42,8,device,device,flow,-0.9278824487049079
10,13,device,device,flow,-0.9687820271800806
13,10,device,device,flow,-0.9687820271800806
10,14,device,device,flow,0.9574276711988072
14,10,device,device,flow,0.9574276711988072
10,15,device,device,flow,0.9927177165804475
15,10,device,device,flow,0.9927177165804475
10,16,device,device,flow,0.9851531781341157
16,10,device,device,flow,0.9851531781341157
10,19,device,device,flow,0.9920138476978835
19,10,device,device,flow,0.9920138476978835
10,21,device,device,flow,0.9920138476978835
21,10,device,device,flow,0.9920138476978835
12,33,device,device,flow,-0.779693575131202
33,12,device,device,flow,-0.779693575131202
12,35,device,device,flow,-0.7785539790430968
35,12,device,device,flow,-0.7785539790430968
12,42,device,device,flow,-0.8100935494406349
42,12,device,device,flow,-0.8100935494406349
13,14,device,device,flow,-0.9634283255184183
14,13,device,device,flow,-0.9634283255184183
13,15,device,device,flow,-0.9820068500963876
15,13,device,device,flow,-0.9820068500963876
13,16,device,device,flow,-0.9382708637622355
16,13,device,device,flow,-0.9382708637622355
13,19,device,device,flow,-0.9755225314426805
19,13,device,device,flow,-0.9755225314426805
13,21,device,device,flow,-0.9755225314426805
21,13,device,device,flow,-0.9755225314426805
14,15,device,device,flow,0.9679975438249421
15,14,device,device,flow,0.9679975438249421
14,16,device,device,flow,0.9281493630927465
16,14,device,device,flow,0.9281493630927465
14,19,device,device,flow,0.9617652979576893
19,14,device,device,flow,0.9617652979576893
14,21,device,device,flow,0.9617652979576893
21,14,device,device,flow,0.9617652979576893
15,16,device,device,flow,0.9677226857987127
16,15,device,device,flow,0.9677226857987127
15,19,device,device,flow,0.995544103677506
19,15,device,device,flow,0.995544103677506
15,21,device,device,flow,0.995544103677506
21,15,device,device,flow,0.995544103677506
16,19,device,device,flow,0.9772855948126224
19,16,device,device,flow,0.9772855948126224
16,21,device,device,flow,0.9772855948126224
21,16,device,device,flow,0.9772855948126224
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.9874943496866143
24,23,device,device,flow,0.9874943496866143
23,27,device,device,flow,0.9721875511610323
27,23,device,device,flow,0.9721875511610323
23,31,device,device,flow,0.9793918592913744
31,23,device,device,flow,0.9793918592913744
24,27,device,device,flow,0.9359589023750945
27,24,device,device,flow,0.9359589023750945
24,31,device,device,flow,0.9900081456066476
31,24,device,device,flow,0.9900081456066476
25,41,device,device,flow,0.8756966462936618
41,25,device,device,flow,0.8756966462936618
25,43,device,device,flow,0.8253472228145088
43,25,device,device,flow,0.8253472228145088
27,31,device,device,flow,0.9296840771928851
31,27,device,device,flow,0.9296840771928851
33,35,device,device,flow,0.8000387969823277
35,33,device,device,flow,0.8000387969823277
33,42,device,device,flow,0.9677914137425553
42,33,device,device,flow,0.9677914137425553
34,45,device,device,flow,0.7772470299729566
45,34,device,device,flow,0.7772470299729566
34,51,device,device,flow,0.8230407410960084
51,34,device,device,flow,0.8230407410960084
34,53,device,device,flow,0.8257324105464672
53,34,device,device,flow,0.8257324105464672
35,42,device,device,flow,0.8204363573065199
42,35,device,device,flow,0.8204363573065199
41,43,device,device,flow,0.8195063993707642
43,41,device,device,flow,0.8195063993707642
43,44,device,device,flow,0.7795772963681581
44,43,device,device,flow,0.7795772963681581
45,51,device,device,flow,0.8102549368008559
51,45,device,device,flow,0.8102549368008559
45,53,device,device,flow,0.8366371073350276
53,45,device,device,flow,0.8366371073350276
51,53,device,device,flow,0.9747745318529878
53,51,device,device,flow,0.9747745318529878
