src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.9572362071463445
9,7,device,device,flow,0.9572362071463445
7,25,device,device,flow,0.7505812518147785
25,7,device,device,flow,0.7505812518147785
7,35,device,device,flow,0.7781246154520001
35,7,device,device,flow,0.7781246154520001
8,33,device,device,flow,-0.9232403312875974
33,8,device,device,flow,-0.9232403312875974
8,35,device,device,flow,-0.8607425287764953
35,8,device,device,flow,-0.8607425287764953
8,42,device,device,flow,-0.9186624922343261
42,8,device,device,flow,-0.9186624922343261
9,35,device,device,flow,0.7749258057759371
35,9,device,device,flow,0.7749258057759371
10,13,device,device,flow,-0.9735145204906233
13,10,device,device,flow,-0.9735145204906233
10,14,device,device,flow,0.9179003820724919
14,10,device,device,flow,0.9179003820724919
10,15,device,device,flow,0.9915021376202044
15,10,device,device,flow,0.9915021376202044
10,16,device,device,flow,0.9844310608861652
16,10,device,device,flow,0.9844310608861652
10,19,device,device,flow,0.9840597758405975
19,10,device,device,flow,0.9840597758405975
10,21,device,device,flow,0.9840597758405975
21,10,device,device,flow,0.9840597758405975
13,14,device,device,flow,-0.9290695212855868
14,13,device,device,flow,-0.9290695212855868
13,15,device,device,flow,-0.9853123610815337
15,13,device,device,flow,-0.9853123610815337
13,16,device,device,flow,-0.9739182977273982
16,13,device,device,flow,-0.9739182977273982
13,19,device,device,flow,-0.9877325440429117
19,13,device,device,flow,-0.9877325440429117
13,21,device,device,flow,-0.9877325440429117
21,13,device,device,flow,-0.9877325440429117
14,15,device,device,flow,0.9254734536686056
15,14,device,device,flow,0.9254734536686056
14,16,device,device,flow,0.9106057025141084
16,14,device,device,flow,0.9106057025141084
14,19,device,device,flow,0.9224259617761453
19,14,device,device,flow,0.9224259617761453
14,21,device,device,flow,0.9224259617761453
21,14,device,device,flow,0.9224259617761453
15,16,device,device,flow,0.9917746716026182
16,15,device,device,flow,0.9917746716026182
15,19,device,device,flow,0.9954300754128718
19,15,device,device,flow,0.9954300754128718
15,21,device,device,flow,0.9954300754128718
21,15,device,device,flow,0.9954300754128718
16,19,device,device,flow,0.9844310608861653
19,16,device,device,flow,0.9844310608861653
16,21,device,device,flow,0.9844310608861653
21,16,device,device,flow,0.9844310608861653
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.9880103852074773
24,23,device,device,flow,0.9880103852074773
23,27,device,device,flow,0.9748113108166426
27,23,device,device,flow,0.9748113108166426
23,31,device,device,flow,0.9794799165412182
31,23,device,device,flow,0.9794799165412182
24,27,device,device,flow,0.9403893073721596
27,24,device,device,flow,0.9403893073721596
24,31,device,device,flow,0.9911691491096312
31,24,device,device,flow,0.9911691491096312
25,43,device,device,flow,0.76482244011089
43,25,device,device,flow,0.76482244011089
27,31,device,device,flow,0.9288104037264218
31,27,device,device,flow,0.9288104037264218
33,35,device,device,flow,0.9248458659477329
35,33,device,device,flow,0.9248458659477329
33,42,device,device,flow,0.9790423686127955
42,33,device,device,flow,0.9790423686127955
33,51,device,device,flow,0.767940731279328
51,33,device,device,flow,0.767940731279328
33,53,device,device,flow,0.7619734821816313
53,33,device,device,flow,0.7619734821816313
34,45,device,device,flow,0.7747335836653155
45,34,device,device,flow,0.7747335836653155
34,51,device,device,flow,0.8250702031590389
51,34,device,device,flow,0.8250702031590389
34,53,device,device,flow,0.8263682959452744
53,34,device,device,flow,0.8263682959452744
35,42,device,device,flow,0.9512056434858916
42,35,device,device,flow,0.9512056434858916
35,51,device,device,flow,0.8268615430400883
51,35,device,device,flow,0.8268615430400883
35,53,device,device,flow,0.829203775928307
53,35,device,device,flow,0.829203775928307
42,51,device,device,flow,0.7843764722772665
51,42,device,device,flow,0.7843764722772665
42,53,device,device,flow,0.7806505470687953
53,42,device,device,flow,0.7806505470687953
45,51,device,device,flow,0.8519369677872214
51,45,device,device,flow,0.8519369677872214
45,53,device,device,flow,0.8534375766646618
53,45,device,device,flow,0.8534375766646618
51,53,device,device,flow,0.985017491407718
53,51,device,device,flow,0.985017491407718
