src_global,dst_global,src_type,dst_type,edge_type,weight
8,10,device,device,flow,-0.8459103152999543
10,8,device,device,flow,-0.8459103152999543
8,15,device,device,flow,-0.8510494872908684
15,8,device,device,flow,-0.8510494872908684
8,16,device,device,flow,-0.8292505862991827
16,8,device,device,flow,-0.8292505862991827
8,19,device,device,flow,-0.8459103152999543
19,8,device,device,flow,-0.8459103152999543
8,33,device,device,flow,-0.8177444385053334
33,8,device,device,flow,-0.8177444385053334
10,15,device,device,flow,0.9987153348183534
15,10,device,device,flow,0.9987153348183534
10,16,device,device,flow,0.9953669940471026
16,10,device,device,flow,0.9953669940471026
10,19,device,device,flow,1.0
19,10,device,device,flow,1.0
10,23,device,device,flow,0.755000337888494
23,10,device,device,flow,0.755000337888494
10,24,device,device,flow,0.802078428362128
24,10,device,device,flow,0.802078428362128
10,31,device,device,flow,0.7692246349896497
31,10,device,device,flow,0.7692246349896497
12,25,device,device,flow,-0.776088907060514
25,12,device,device,flow,-0.776088907060514
13,21,device,device,flow,0.8922941575936061
21,13,device,device,flow,0.8922941575936061
15,16,device,device,flow,0.9892247162141957
16,15,device,device,flow,0.9892247162141957
15,19,device,device,flow,0.9987153348183536
19,15,device,device,flow,0.9987153348183536
15,23,device,device,flow,0.7540873663806844
23,15,device,device,flow,0.7540873663806844
15,24,device,device,flow,0.8009857000595519
24,15,device,device,flow,0.8009857000595519
15,31,device,device,flow,0.7681150849426758
31,15,device,device,flow,0.7681150849426758
16,19,device,device,flow,0.9953669940471026
19,16,device,device,flow,0.9953669940471026
16,23,device,device,flow,0.7514864737866672
23,16,device,device,flow,0.7514864737866672
16,24,device,device,flow,0.7983623942288359
24,16,device,device,flow,0.7983623942288359
16,31,device,device,flow,0.7656608126766274
31,16,device,device,flow,0.7656608126766274
19,23,device,device,flow,0.755000337888494
23,19,device,device,flow,0.755000337888494
19,24,device,device,flow,0.802078428362128
24,19,device,device,flow,0.802078428362128
19,31,device,device,flow,0.7692246349896497
31,19,device,device,flow,0.7692246349896497
23,24,device,device,flow,0.979116946228561
24,23,device,device,flow,0.979116946228561
23,27,device,device,flow,0.9319862099804993
27,23,device,device,flow,0.9319862099804993
23,31,device,device,flow,0.9595928198291866
31,23,device,device,flow,0.9595928198291866
24,27,device,device,flow,0.890852505114848
27,24,device,device,flow,0.890852505114848
24,31,device,device,flow,0.9720104370473193
31,24,device,device,flow,0.9720104370473193
26,56,device,device,flow,0.7764353052841343
56,26,device,device,flow,0.7764353052841343
27,31,device,device,flow,0.9317296978075532
31,27,device,device,flow,0.9317296978075532
33,42,device,device,flow,0.7943635812009965
42,33,device,device,flow,0.7943635812009965
51,53,device,device,flow,0.9770843096773697
53,51,device,device,flow,0.9770843096773697
54,56,device,device,flow,0.7697125791449008
56,54,device,device,flow,0.7697125791449008
