src_global,dst_global,src_type,dst_type,edge_type,weight
7,9,device,device,flow,0.962424901506952
9,7,device,device,flow,0.962424901506952
7,12,device,device,flow,-0.8105209476711366
12,7,device,device,flow,-0.8105209476711366
7,35,device,device,flow,0.7725084291551134
35,7,device,device,flow,0.7725084291551134
8,33,device,device,flow,-0.9286218394980392
33,8,device,device,flow,-0.9286218394980392
8,35,device,device,flow,-0.8401423073633989
35,8,device,device,flow,-0.8401423073633989
8,42,device,device,flow,-0.922844174288057
42,8,device,device,flow,-0.922844174288057
9,12,device,device,flow,-0.7961441042927252
12,9,device,device,flow,-0.7961441042927252
9,35,device,device,flow,0.7667482056648487
35,9,device,device,flow,0.7667482056648487
10,13,device,device,flow,-0.9673530985837024
13,10,device,device,flow,-0.9673530985837024
10,14,device,device,flow,0.9396074783638775
14,10,device,device,flow,0.9396074783638775
10,15,device,device,flow,0.9930884259160262
15,10,device,device,flow,0.9930884259160262
10,16,device,device,flow,0.985210884486175
16,10,device,device,flow,0.985210884486175
10,19,device,device,flow,0.9920525251919079
19,10,device,device,flow,0.9920525251919079
10,21,device,device,flow,0.9920525251919079
21,10,device,device,flow,0.9920525251919079
12,25,device,device,flow,-0.9068365920392064
25,12,device,device,flow,-0.9068365920392064
12,41,device,device,flow,-0.7551586489668318
41,12,device,device,flow,-0.7551586489668318
12,43,device,device,flow,-0.8040469344827467
43,12,device,device,flow,-0.8040469344827467
13,14,device,device,flow,-0.9222637672926766
14,13,device,device,flow,-0.9222637672926766
13,15,device,device,flow,-0.9799560815476763
15,13,device,device,flow,-0.9799560815476763
13,16,device,device,flow,-0.9369996956352159
16,13,device,device,flow,-0.9369996956352159
13,19,device,device,flow,-0.9749639859744014
19,13,device,device,flow,-0.9749639859744014
13,21,device,device,flow,-0.9749639859744014
21,13,device,device,flow,-0.9749639859744014
14,15,device,device,flow,0.9488624496595391
15,14,device,device,flow,0.9488624496595391
14,16,device,device,flow,0.9100999482463371
16,14,device,device,flow,0.9100999482463371
14,19,device,device,flow,0.9431638540508684
19,14,device,device,flow,0.9431638540508684
14,21,device,device,flow,0.9431638540508684
21,14,device,device,flow,0.9431638540508684
15,16,device,device,flow,0.9712473658125382
16,15,device,device,flow,0.9712473658125382
15,19,device,device,flow,0.9979205230463964
19,15,device,device,flow,0.9979205230463964
15,21,device,device,flow,0.9979205230463964
21,15,device,device,flow,0.9979205230463964
16,19,device,device,flow,0.9773809458010629
19,16,device,device,flow,0.9773809458010629
16,21,device,device,flow,0.9773809458010629
21,16,device,device,flow,0.9773809458010629
19,21,device,device,flow,1.0
21,19,device,device,flow,1.0
23,24,device,device,flow,0.9870229864082689
24,23,device,device,flow,0.9870229864082689
23,27,device,device,flow,0.9647580813136928
27,23,device,device,flow,0.9647580813136928
23,31,device,device,flow,0.9789892465636633
31,23,device,device,flow,0.9789892465636633
24,27,device,device,flow,0.9280897324419045
27,24,device,device,flow,0.9280897324419045
24,31,device,device,flow,0.9887970664688271
31,24,device,device,flow,0.9887970664688271
25,41,device,device,flow,0.8283876583279572
41,25,device,device,flow,0.8283876583279572
25,43,device,device,flow,0.7891868190140938
43,25,device,device,flow,0.7891868190140938
27,31,device,device,flow,0.9497756707971751
31,27,device,device,flow,0.9497756707971751
33,35,device,device,flow,0.8901189643673426
35,33,device,device,flow,0.8901189643673426
33,42,device,device,flow,0.9739819377988469
42,33,device,device,flow,0.9739819377988469
33,51,device,device,flow,0.7881510162939495
51,33,device,device,flow,0.7881510162939495
33,53,device,device,flow,0.8003952850171508
53,33,device,device,flow,0.8003952850171508
34,51,device,device,flow,0.8248403236981501
51,34,device,device,flow,0.8248403236981501
34,53,device,device,flow,0.8146813645611942
53,34,device,device,flow,0.8146813645611942
35,42,device,device,flow,0.9405805790857881
42,35,device,device,flow,0.9405805790857881
35,51,device,device,flow,0.7574388973092384
51,35,device,device,flow,0.7574388973092384
35,53,device,device,flow,0.7745798596508952
53,35,device,device,flow,0.7745798596508952
42,51,device,device,flow,0.7847374490059981
51,42,device,device,flow,0.7847374490059981
42,53,device,device,flow,0.8012538306425627
53,42,device,device,flow,0.8012538306425627
45,51,device,device,flow,0.8532875629515331
51,45,device,device,flow,0.8532875629515331
45,53,device,device,flow,0.8585904422528331
53,45,device,device,flow,0.8585904422528331
51,53,device,device,flow,0.9712163030761705
53,51,device,device,flow,0.9712163030761705
